State,Year,RGDP,RPI,RPCE,GDP,PI,DPI,PCE,RPCPI,RPCPCE,PCPI,PCDPI,PCPCE,Employ.
District of Columbia,2019,138909.7,50963.7,43919.8,145071.4,57511.2,48211,49654.6,74148,63900,83675,70144,72244,915216
District of Columbia,2020,137828.9,52579.4,40526.3,146854.6,60880,51231.9,47050.9,78379,60411,90741,76361,70129,866078
District of Columbia,2021,143338.7,53916,43669.8,156581.3,65682.9,55129.3,53111.9,80587,65273,98143,82374,79360,869737
District of Columbia,2022,143050.8,51867.1,44263.6,165106.2,68247,54655.1,57870.7,77304,65972,100849,80764,85516,895905
District of Columbia,2023,143179.2,54358.6,46806.3,174250.7,73296.2,60795.8,61756.1,80060,68937,106640,88453,89850,908658
District of Columbia,2024,145088,NA,NA,184297.7,78079.5,64863.1,65809.7,NA,NA,111185,92365,93713,914851
Florida,2001,714638,NA,NA,519140.7,497335.4,437155.5,432668.8,NA,NA,30405,26726,26452,8938947
Florida,2002,746252.8,NA,NA,553359.9,514288.8,462050.1,447872.2,NA,NA,30815,27685,26836,9055665
Florida,2003,781834.2,NA,NA,590284.8,540366.3,492575.7,473974.7,NA,NA,31779,28968,27874,9283343
Florida,2004,833946.8,NA,NA,647041.8,587003,531753.4,513459.4,NA,NA,33706,30534,29483,9644269
Florida,2005,883164.5,NA,NA,704890.3,637602.8,568078.5,557056.5,NA,NA,35736,31839,31222,10067135
Florida,2006,909298.9,NA,NA,749925,690506.1,614602.2,601060.1,NA,NA,38009,33831,33085,10383831
Florida,2007,922288.3,NA,NA,781947.3,719734.2,640772.6,630049.5,NA,NA,39184,34886,34302,10531299
Florida,2008,891766.9,801556.1,705589.9,767357.8,725995,652289.8,639599.5,43264,38084,39185,35207,34522,10269510
Florida,2009,840480.6,768901.7,694561.9,739322.4,685982.8,631940.5,620446.5,41222,37237,36777,33879,33263,9841868
Florida,2010,851956.4,805719.8,708341.9,752998.4,730690.1,672161.8,643275.8,42761,37593,38779,35673,34140,9805140
Florida,2011,849395.3,823940.3,720023.6,761043.1,769798.4,699989.8,673659.9,43281,37823,40437,36770,35387,10036679
Florida,2012,857861.3,832404.4,732252.1,784545.9,794071.1,720430.1,699466.2,43201,38003,41211,37389,36301,10249034
Florida,2013,880183.5,824741.5,749497.5,819679.8,794604.1,712530.1,723026.7,42288,38430,40743,36535,37073,10539527
Florida,2014,905648.5,867379.1,779921.4,860112.6,848535.3,757871.4,763955,43829,39410,42877,38295,38603,10937534
Florida,2015,945929,920580,816143.5,918464.3,905450.5,802776.3,804074.9,45708,40523,44957,39859,39924,11367164
Florida,2016,978989.7,947436.7,841243.9,964500.8,938985.6,842025.1,835530.6,46141,40969,45730,41007,40691,11682273
Florida,2017,1014866.9,1004622.8,871158.3,1014866.9,1011002.2,890172.4,878744.1,48141,41745,48447,42657,42109,12098388
Florida,2018,1050433.8,1055234,908456.3,1072085.6,1078010.6,964243.6,929973.5,49937,42991,51015,45631,44010,12556216
Florida,2019,1084913.9,1113090.4,938496.7,1133718,1145938.8,1023541.5,967992.8,52127,43951,53666,47934,45332,12760885
Florida,2020,1072481.6,1162755.8,917159.6,1144653.2,1222053.4,1088127.2,966431.3,53853,42478,56597,50395,44759,12719408
Florida,2021,1172655.3,1232192.8,1013265.9,1300807.8,1367061.9,1204474.9,1120231.9,56443,46415,62617,55170,51312,13456896
Florida,2022,1245927.6,1210834.5,1060448.5,1473688.1,1464251,1242122.2,1259555.7,54430,47670,65429,55503,56282,14219768
Florida,2023,1309392.2,1247046.8,1092049.3,1624642.3,1604650.3,1408493,1368161.5,55153,48298,70057,61493,59732,14959611
Florida,2024,1352275.1,NA,NA,1726709.9,1706305.7,1499728.9,1463514.5,NA,NA,73006,64167,62618,14957046
Georgia,2001,422731.6,NA,NA,316872.7,248742.5,215668.7,197694,NA,NA,29693,25745,23600,4871814
Georgia,2002,427329.7,NA,NA,326017.9,255977.2,227556.4,205273.8,NA,NA,30086,26745,24126,4858410
Georgia,2003,439074.6,NA,NA,339540.5,265622.8,238596.7,216655.7,NA,NA,30805,27670,25126,4895367
Georgia,2004,461245.4,NA,NA,364530.1,280462.4,252658.5,230229.2,NA,NA,31982,28812,26254,5021804
Georgia,2005,480838.3,NA,NA,388707.2,297084.9,265059.9,247103.8,NA,NA,33283,29696,27684,5195948
Georgia,2006,487524.9,NA,NA,405664.2,316548.8,280546.2,261997.1,NA,NA,34574,30641,28615,5358151
Georgia,2007,492238.7,NA,NA,419384.8,331363.7,292649.9,277091.5,NA,NA,35440,31299,29635,5490802
Georgia,2008,481860.3,399457.2,335885.3,416303.5,335257.5,297774.6,282133.9,42027,35338,35272,31329,29683,5451004
Georgia,2009,464016.8,403761.1,336939.5,409876.2,329158.9,299789.2,275032.5,41967,35022,34213,31160,28587,5247101
Georgia,2010,471588.2,395187.5,331359.9,419013.1,337420.5,306298,283317.5,40688,34116,34740,31536,29170,5211443
Georgia,2011,481215.4,415469.5,340874.6,433137.1,360456.2,324492.2,296156.1,42370,34763,36760,33092,30203,5325710
Georgia,2012,489027.3,410423.3,339789,449375.6,369040.2,332462.4,305937,41427,34297,37250,33557,30880,5384734
Georgia,2013,499900.2,412610.1,349190.1,467559.5,374124.6,333490.4,317022.1,41340,34986,37484,33413,31763,5497190
Georgia,2014,517511.9,432994.4,361754.1,493370.3,398585.7,355074.7,333433.2,42964,35895,39550,35232,33085,5671135
Georgia,2015,540108.5,460266.7,376570.4,525516.8,423242,375453.3,346858.4,45160,36948,41527,36838,34033,5832928
Georgia,2016,561718.3,473711.4,387188.7,554903.2,441039.1,392132.8,361258,45908,37523,42742,38002,35010,5973764
Georgia,2017,583543.3,491844.9,399122.2,583543.3,467592.5,414875.6,380330.8,47162,38271,44836,39782,36469,6128089
Georgia,2018,600934.7,508578.3,413280.4,612803.4,491088,438862,399888.2,48285,39237,46624,41666,37966,6287460
Georgia,2019,620744.9,529611.3,426037.5,646695.8,516504.2,460297.2,416267.9,49761,40029,48529,43248,39112,6398769
Georgia,2020,603202.5,560217.1,417345.7,638488.3,552699.9,495060.3,412860.2,52199,38887,51496,46126,38467,6326540
Georgia,2021,643748.4,581133,453294.4,706004.6,607184.3,536104.2,473351.8,53857,42009,56262,49676,43861,6638744
Georgia,2022,670107.2,563090.6,468477.5,785922.7,627439,539450.6,520944.7,51597,42928,57396,49347,47654,6939403
Georgia,2023,679447.2,567218.6,475973.8,835755.3,663930.9,587425.9,556786.8,51429,43156,60006,53091,50322,7094400
Georgia,2024,697450.9,NA,NA,881508.2,704463.9,624579.5,590418.6,NA,NA,63006,55861,52806,7180379
Hawaii,2001,60446.4,NA,NA,42500.2,36996.8,32527.2,31527.9,NA,NA,30178,26532,25717,752548
Hawaii,2002,62355.2,NA,NA,44949.5,38865.6,34819.3,32673.8,NA,NA,31353,28089,26358,757694
Hawaii,2003,65623.7,NA,NA,48420.7,40734.2,36733.3,34793.6,NA,NA,32557,29360,27809,773609
Hawaii,2004,69332,NA,NA,52625.7,43729.2,39412.9,37263.4,NA,NA,34336,30947,29259,797234
Hawaii,2005,72941.9,NA,NA,57211.8,46898.1,41780.6,40427.1,NA,NA,36278,32320,31273,819967
Hawaii,2006,74892.9,NA,NA,60848,50182.6,44609.2,43283.7,NA,NA,38315,34060,33048,842375
Hawaii,2007,76434.1,NA,NA,64106,53022.5,47113,45387.4,NA,NA,40301,35809,34497,864610
Hawaii,2008,76830.2,57070.7,48429.6,65545.5,55802.6,49878.4,47392.4,42839,36353,41887,37440,35574,858384
Hawaii,2009,74118.5,55419.6,46921.1,64464.3,55409,50635.3,46971.6,41152,34841,41144,37599,34879,829885
Hawaii,2010,76130.2,57291.7,48490.1,66739.3,56649.4,51879.6,48013.4,41968,35521,41498,38004,35172,824450
Hawaii,2011,77174.2,58168.3,48823.3,68801.1,59226.4,53784.4,49781.6,41994,35248,42758,38830,35940,834994
Hawaii,2012,78694,59780.8,50291.7,71645.6,61161.6,55487.6,51522.3,42541,35788,43523,39486,36664,849130
Hawaii,2013,80534.9,57699.9,49977.2,74598.5,61983.4,55608.1,53755.6,40538,35113,43548,39069,37767,868191
Hawaii,2014,81304.9,60764.2,51696.5,77043,65182.2,58411.7,55526.2,42364,36042,45445,40724,38712,882702
Hawaii,2015,83857.6,62961.5,52715.4,81410.2,68200.8,60613.2,57197.6,43528,36445,47150,41905,39543,901126
Hawaii,2016,85670.4,65647.9,54277,84287.2,70744.8,62818,58616.6,45063,37257,48561,43120,40236,914921
Hawaii,2017,87436.4,66836.5,55519.3,87436.4,73646.4,65432.2,61319.4,45836,38075,50506,44873,42053,921135
Hawaii,2018,88836.4,66685.8,56564.7,90933.5,75266.4,67147.3,63974.4,45676,38744,51554,45992,43819,924352
Hawaii,2019,88855.2,68047.8,57781.5,93240.2,78586.9,69866.3,66855,46706,39659,53940,47954,45887,913949
Hawaii,2020,79696.8,69989.9,54046.3,84788,82758.5,73836.9,64097.9,48230,37243,57026,50878,44167,817466
Hawaii,2021,84532,72197.7,58683.5,93684.2,88650.4,78092.8,71937.5,49904,40562,61264,53968,49714,860689
Hawaii,2022,87491.2,69884.9,60898.1,103954.5,91007.9,77976.2,78510.7,48551,42308,63184,54137,54508,895965
Hawaii,2023,89642.2,72620.2,63732.9,111740.2,96961.4,85588.4,83283.1,50602,44409,67269,59379,57780,918356
Hawaii,2024,91878,NA,NA,117627.4,102703.8,90788.7,87796.6,NA,NA,71019,62780,60711,928210
Idaho,2001,48695.4,NA,NA,37740.9,34059.4,30013.8,27315.3,NA,NA,25803,22738,20694,783399
Idaho,2002,49840.5,NA,NA,38990.7,35213.9,31885.1,28411.8,NA,NA,26272,23788,21197,791317
Idaho,2003,51542.6,NA,NA,40778.6,36454.9,33232.1,30199.6,NA,NA,26739,24375,22151,800916
Idaho,2004,55137.1,NA,NA,44732.9,39386.7,35912,32418.9,NA,NA,28299,25803,23293,825332
Idaho,2005,59331.9,NA,NA,48805.1,41724.7,37401.4,35258.5,NA,NA,29214,26187,24687,861531
Idaho,2006,60738.6,NA,NA,51099,45887.7,40807.5,38332.4,NA,NA,31244,27785,26100,899836
Idaho,2007,61812.1,NA,NA,53712.4,48853.5,43427.9,41044.6,NA,NA,32459,28854,27270,929492
Idaho,2008,63878.2,59275,49442,56203.6,50157.4,45030.1,41871.2,38633,32224,32690,29349,27290,921093
Idaho,2009,61276.1,57571.7,48183.2,54507.9,48498.8,44632.5,40641.4,37037,30997,31200,28713,26145,880489
Idaho,2010,62626.4,59590.2,49559.3,56086.2,50201.9,46203.4,41809.5,37923,31540,31948,29404,26608,868683
Idaho,2011,62704,60845.2,49859.5,57418.2,53076.5,48406.4,43554.9,38343,31420,33447,30504,27447,878537
Idaho,2012,62007.3,63129.5,50888.1,57933.7,55719.8,50778,44975.4,39441,31793,34812,31724,28099,883162
Idaho,2013,64769.8,64489.2,52668.7,61712.6,57790.6,52301.8,47257.8,39837,32535,35699,32308,29192,903016
Idaho,2014,66784.9,67002.8,54370,64501.7,60897,55056.4,49478.7,40827,33130,37107,33548,30149,925548
Idaho,2015,67790.5,70479.1,55388.2,66064.9,64564.3,58068.7,50824.9,42369,33297,38813,34908,30554,949392
Idaho,2016,70442.5,73782.4,58656.8,69185.2,67294.1,60326.5,53613.5,43476,34563,39653,35547,31591,976719
Idaho,2017,72935.1,75774,60018.5,72935.1,71472.6,64179.3,56744.1,43677,34595,41197,36993,32708,1007831
Idaho,2018,77652.1,81948.1,64208.9,79072.4,76529.6,69122.7,60086.6,46317,36290,43254,39068,33961,1041387
Idaho,2019,81144.3,86867.1,65580.6,84429.4,82967.7,74639.1,62753.4,48036,36265,45880,41274,34701,1063420
Idaho,2020,82711.6,96590.2,67436.9,88056.8,91960.1,82437.4,64288.6,52230,36465,49724,44575,34762,1077556
Idaho,2021,88955.2,105920.6,76034.4,99884.1,105916,93890.3,75973.6,55615,39923,55603,49290,39884,1136875
Idaho,2022,92792.5,104061.6,79961.1,112609.7,110891.1,97095.5,85245.2,53668,41238,57034,49939,43844,1179749
Idaho,2023,95286.5,105985,82523.6,120588.1,116692.4,104396,90395.4,53944,42003,59201,52963,45860,1217054
Idaho,2024,99567.3,NA,NA,129018.2,124746.7,111504.1,96273.1,NA,NA,62323,55707,48098,1230617
Illinois,2001,688404.3,NA,NA,499618.4,427182.4,368530.2,322195.6,NA,NA,34206,29510,25799,7309738
Illinois,2002,692398.1,NA,NA,511485.9,432381.6,381409.5,331449.3,NA,NA,34520,30451,26462,7217677
Illinois,2003,703548.8,NA,NA,528577,440480.1,393351.4,345707.9,NA,NA,35081,31328,27533,7191483
Illinois,2004,726139,NA,NA,560079.8,457834.3,409868,363646.5,NA,NA,36366,32556,28884,7244979
Illinois,2005,741248.6,NA,NA,589153.7,475646.2,421300.6,384010.6,NA,NA,37720,33410,30453,7334786
Illinois,2006,759825.7,NA,NA,624068.1,506021.6,444916.2,403497.1,NA,NA,40021,35188,31912,7448634
Illinois,2007,769571.6,NA,NA,649307.4,535102.6,466928.2,423685.4,NA,NA,42148,36778,33372,7577703
Illinois,2008,759095.3,617142.7,485234.9,649677.3,551159.7,481936.3,433710.5,48415,38066,43238,37808,34024,7553123
Illinois,2009,740794.3,583187.4,470010.8,645843.2,525793.9,474337.2,424293.3,45573,36729,41088,37067,33156,7304369
Illinois,2010,755391.4,588136.5,476494.2,663929,540880.9,485767.9,438819.8,45786,37094,42107,37816,34161,7251061
Illinois,2011,772225.6,601149.1,480659.7,691805.5,568230.3,501181.2,454980.3,46628,37282,44075,38874,35291,7376147
Illinois,2012,790723.3,622873,487645.5,725478,593814.2,523039.5,465517.9,48182,37722,45934,40460,36010,7434721
Illinois,2013,795435.2,631664.9,496107.5,742890.9,605681.6,528372.8,476304.5,48740,38280,46735,40770,36752,7503553
Illinois,2014,811490.1,651001.4,509208.4,772291.7,629465,548692.2,492993.4,50197,39264,48536,42308,38013,7613604
Illinois,2015,825424.9,683753.2,527627.7,802592,657080.2,570633.8,507894.4,52746,40702,50688,44020,39180,7748859
Illinois,2016,826404.7,680906.2,534014.4,813561.6,664686.8,580489.9,522413.6,52600,41253,51347,44843,40356,7804672
Illinois,2017,832826.8,685318.8,538080,832826.8,685632.7,601729.6,539587.6,53031,41638,53056,46563,41754,7823072
Illinois,2018,851517.2,707358.8,549214.9,871024.2,722686.6,635136.3,562269.9,54888,42616,56077,49284,43629,7880803
Illinois,2019,858018.3,721949.1,558248.3,895601.8,741904.7,651530.8,574747.9,56185,43445,57738,50705,44729,7859167
Illinois,2020,810693.1,752256.6,535443,860807.8,788153.3,697054.7,562389.6,58814,41863,61579,54461,43940,7520041
Illinois,2021,857114.6,767718.5,570283.3,947223.9,849243.1,739846.8,630011.2,60496,44938,66866,58253,49605,7749971
Illinois,2022,872907.5,734669.4,587682.9,1037735.9,858844.4,727164.4,690597.8,58388,46706,68044,57612,54715,7992113
Illinois,2023,884965.3,761677.4,614597.2,1100794.1,907225.7,791156.7,731239.9,60693,48973,71761,62580,57841,8170725
Illinois,2024,899125.9,NA,NA,1148106.1,947182.8,825671,770388.8,NA,NA,74522,64962,60612,8216215
Indiana,2001,273884.4,NA,NA,205325.1,175229.8,153590.2,138169.8,NA,NA,28596,25065,22548,3588944
Indiana,2002,280723,NA,NA,213419.6,177918.8,158457.7,142852.9,NA,NA,28902,25741,23206,3553197
Indiana,2003,293045.2,NA,NA,225349.3,182458,164009,149620.7,NA,NA,29445,26467,24145,3552183
Indiana,2004,303819.8,NA,NA,239278.5,191088.3,172450,159441,NA,NA,30657,27667,25580,3593262
Indiana,2005,306344.6,NA,NA,247428.3,196999,176595.4,168731.5,NA,NA,31376,28126,26874,3634795
Indiana,2006,312525.5,NA,NA,259030.3,208373.7,185993,175744.1,NA,NA,32905,29370,27752,3674382
Indiana,2007,322661.7,NA,NA,273340.8,215919.9,191572,182424.5,NA,NA,33845,30029,28595,3720029
Indiana,2008,322384.3,276552.9,228367.9,277774.5,226602.3,202241.4,187273.9,43045,35545,35270,31478,29149,3682921
Indiana,2009,299789,268703.6,224090.8,264925,220908.7,201799.2,184465.1,41599,34693,34200,31242,28558,3523023
Indiana,2010,320731.8,274616.9,226320,284685.8,231025.6,210496.1,190660.5,42305,34865,35590,32427,29371,3525292
Indiana,2011,321532.8,286855.4,230867.7,292373.8,245731.2,221690.5,198049.2,43987,35402,37681,33994,30369,3590103
Indiana,2012,323876.2,292577.9,234115.8,301277.4,256284.7,232188.7,205349.2,44692,35762,39148,35468,31368,3642274
Indiana,2013,333207.4,291964.9,235982.9,313466.9,259534.8,233313.5,210037.4,44362,35856,39435,35450,31914,3684167
Indiana,2014,343827.8,299357.3,241348.2,329360.9,269159.1,242163.9,217279.8,45287,36512,40719,36635,32871,3740470
Indiana,2015,341205.2,314400,250295.3,333163.8,279385.7,250011.3,222792.9,47429,37758,42146,37715,33609,3796439
Indiana,2016,348439.2,320397.1,256588.4,342716.6,287275.2,256746.2,230556.9,48117,38534,43143,38558,34625,3847508
Indiana,2017,357535.8,328648.6,266105.8,357535.8,297990.5,267878.7,241847.3,49153,39799,44568,40064,36171,3903424
Indiana,2018,368762.9,331557.6,267173.3,377376.9,313127.2,283620.4,252840.8,49295,39723,46555,42168,37592,3963724
Indiana,2019,370507.2,340327.2,269964,384838.7,326391.4,293881,259391.9,50331,39925,48270,43462,38361,3969443
Indiana,2020,359963.6,366859.1,270542.2,378293,351576.3,316962.5,259702.3,54036,39850,51775,46677,38245,3843285
Indiana,2021,386872.8,387640.6,289240.8,425270.9,391059,351681.2,291807.2,56891,42449,57374,51597,42813,3977987
Indiana,2022,393481.5,378049.9,302338.5,467679.6,401573.6,354677.2,322452.1,55333,44252,58671,51819,47111,4101252
Indiana,2023,400369.5,378613.4,305980.2,496849.5,422345.3,380731.6,340437.9,55174,44589,61386,55338,49481,4193182
Indiana,2024,412003.4,NA,NA,519516.5,443688.8,399783.1,358820.8,NA,NA,64077,57736,51821,4214670
Iowa,2001,128077.5,NA,NA,94922.6,82519.7,73131.3,65420.8,NA,NA,28145,24942,22313,1902198
Iowa,2002,131035.2,NA,NA,98669.4,84518.2,76293.3,66996.9,NA,NA,28804,26001,22833,1879738
Iowa,2003,137476.9,NA,NA,105329.7,86330.6,78500.9,70550.3,NA,NA,29344,26683,23980,1873351
Iowa,2004,149063.2,NA,NA,117149.8,93377.9,85274,74931.1,NA,NA,31615,28871,25369,1902252
Iowa,2005,153626.8,NA,NA,122866.1,96080,87012.9,78928.6,NA,NA,32411,29352,26625,1933944
Iowa,2006,155704.5,NA,NA,127670.8,101998.6,91840,83083.9,NA,NA,34197,30791,27856,1965800
Iowa,2007,162838.1,NA,NA,137590.2,109069,97452.4,86433.4,NA,NA,36366,32493,28819,1994003
Iowa,2008,160469.1,149119.1,115206.3,137749.2,116112.8,104110.9,89779.9,49431,38189,38490,34511,29761,1997583
Iowa,2009,156737.2,141685.1,112463.8,137094.3,112963.4,103229,89779.6,46716,37082,37246,34037,29602,1959120
Iowa,2010,161593.1,141341.1,112560.6,142497.7,116535.7,106224.6,92935.6,46319,36887,38190,34811,30456,1950434
Iowa,2011,164559.3,150625.1,116760.3,149026.1,125499.8,113269.9,97421.3,49063,38032,40879,36895,31733,1975941
Iowa,2012,170923.7,152906,116654.8,158553.1,131137,118077.1,100180.8,49601,37841,42539,38303,32497,1993406
Iowa,2013,171069.1,153386.7,117865.9,162415,133435.1,119480.8,102664.9,49440,37991,43009,38512,33091,2019403
Iowa,2014,180309.9,155922.6,120544.7,173734.2,137733.5,123370,106618.9,49947,38614,44120,39519,34153,2038999
Iowa,2015,185989.2,163694.5,124456.6,181471.7,142521.2,127158.9,108540.1,52193,39683,45442,40544,34608,2059821
Iowa,2016,186729.9,163762.3,127487.4,183834.8,143839.9,128254.5,112218.4,51995,40477,45669,40721,35629,2066676
Iowa,2017,187125,166102.4,130356.7,187125,147911.5,132160.8,116352.5,52518,41216,46767,41787,36788,2061826
Iowa,2018,189245.1,165388.8,127969.4,193155.1,154686,139211,119934.4,52148,40349,48773,43894,37816,2076505
Iowa,2019,188471.4,166728.2,129438.4,196262.5,158156.3,141887.2,123012.4,52367,40655,49674,44565,38636,2071286
Iowa,2020,187261.7,177596.3,127709.4,199449.6,168097.8,151709.1,121112.7,55657,40023,52676,47541,37953,2011185
Iowa,2021,202470.6,190688.4,138567.1,225055.3,186318.9,167635.6,135530.5,59628,43330,58250,52409,42372,2056111
Iowa,2022,202672.5,192241.8,142807.6,244156.8,196040.1,172349.6,146552.8,60081,44632,61209,53812,45757,2093312
Iowa,2023,201359.8,188363.2,143422.7,253166.5,201755.9,181246.3,153585.7,58735,44722,62688,56315,47721,2124703
Iowa,2024,206438.9,NA,NA,265794.5,211425.4,190377.7,160366.9,NA,NA,65225,58732,49473,2132090
Kansas,2001,119474.1,NA,NA,88869.7,78490.8,68631.9,63683.6,NA,NA,29047,25399,23568,1767601
Kansas,2002,121050.5,NA,NA,91359,79285.4,70747,65329.7,NA,NA,29218,26072,24075,1746039
Kansas,2003,123486.7,NA,NA,95236.3,81768.2,73743.6,68531.2,NA,NA,30029,27082,25168,1733661
Kansas,2004,124793.2,NA,NA,98913.7,84076.9,75921.4,72552.8,NA,NA,30748,27766,26534,1750839
Kansas,2005,129588.2,NA,NA,105343.9,88784,79360.5,76553.7,NA,NA,32340,28908,27885,1765616
Kansas,2006,136135.8,NA,NA,113831.8,97838.9,86988.4,81251.6,NA,NA,35411,31484,29408,1795475
Kansas,2007,143586.6,NA,NA,123608.9,105082.6,92794.7,85824.2,NA,NA,37748,33334,30830,1844345
Kansas,2008,147265,144002.4,110663.1,129223.2,115298.3,102414.4,88677.2,51282,39409,41060,36471,31579,1858080
Kansas,2009,141902.5,136817.7,106339.3,126049.7,111558.9,101627,86817.3,48299,37540,39382,35876,30648,1813192
Kansas,2010,143870.1,135439.8,105773.7,129235.7,113843,103304,89031.3,47376,36999,39821,36135,31143,1801894
Kansas,2011,147836.8,143276,107580.8,136747.1,123198.9,110895.4,92636.2,49878,37452,42889,38606,32249,1819054
Kansas,2012,150077.1,147397.5,107494.9,141812.1,129849.7,117210.5,94824.3,50982,37180,44913,40541,32798,1841411
Kansas,2013,150702.9,149555.2,108661.1,144999.3,132519,118814.7,96405.5,51540,37447,45669,40946,33224,1868968
Kansas,2014,154110.1,149103,109679.3,150276.1,134773.9,120832.3,99265.8,51211,37670,46289,41501,34094,1895912
Kansas,2015,158602.6,150962.5,112680.2,155699,136189.1,121933.7,101823.5,51652,38553,46597,41719,34839,1910992
Kansas,2016,164643.7,151347.9,115222,162144.5,136753.6,122553.1,104334.8,51703,39362,46717,41866,35643,1916188
Kansas,2017,166273.6,154694.8,117367.2,166273.6,141311.8,126799.2,107464.7,52843,40092,48271,43314,36709,1913433
Kansas,2018,169796.9,156470.6,117900.6,173373,147407.4,132255.8,111300,53374,40217,50282,45114,37966,1925926
Kansas,2019,169562.3,159653.1,119196.3,176068.8,153011.9,137015.3,114450.9,54419,40629,52156,46703,39012,1923958
Kansas,2020,166621.4,168145.8,117488.2,175385.6,162277.2,145849.3,113520.1,57229,39987,55231,49639,38636,1878986
Kansas,2021,170401.2,174737.3,125880.6,188993.3,173977,154620.7,125242.7,59476,42846,59209,52622,42624,1920129
Kansas,2022,177776.1,175964.6,131627.4,213368.8,181747,158774.5,137110.5,59919,44821,61875,54054,46679,1955078
Kansas,2023,180267.5,179467.7,133865.8,224851.3,187457.3,167296.5,144840.9,61032,45524,63513,56682,49074,1998458
Kansas,2024,181599.6,NA,NA,230522.1,195633,174484.5,151745.2,NA,NA,65856,58737,51082,2015348
Kentucky,2001,161316.4,NA,NA,117767.9,103997.8,91041,86556.6,NA,NA,25564,22379,21277,2283616
Kentucky,2002,165435.3,NA,NA,122731.2,106551.9,94984.8,89874.1,NA,NA,26053,23224,21975,2263400
Kentucky,2003,170481.9,NA,NA,128289.6,109765.9,98556.6,94238,NA,NA,26661,23938,22889,2273294
Kentucky,2004,175344.6,NA,NA,135694.5,116214.1,104976.8,99863.6,NA,NA,28030,25319,24086,2300562
Kentucky,2005,182017.9,NA,NA,144914.9,121734.5,109211.5,105818.8,NA,NA,29104,26110,25299,2337786
Kentucky,2006,186332.6,NA,NA,153009.8,128584.1,115251.9,111311.3,NA,NA,30476,27316,26382,2374793
Kentucky,2007,185790,NA,NA,156900,134209.9,119659.7,115134.1,NA,NA,31529,28111,27048,2414775
Kentucky,2008,186515.9,176022.8,148684.2,160700.2,140837.7,125731.4,119061.4,41032,34659,32830,29309,27754,2402305
Kentucky,2009,178112.8,176870.8,151289.1,157440.1,138999.7,126749.8,119046.4,40970,35044,32198,29360,27576,2324874
Kentucky,2010,186720.6,176725,150980.7,166656.3,144335.6,131377.4,123481.5,40634,34715,33187,30208,28392,2325641
Kentucky,2011,188389.8,180670.3,152633.1,171238.1,151379.9,136662.7,128068.7,41303,34893,34607,31242,29278,2367868
Kentucky,2012,192060.1,182952,153106.1,178370.6,156564.9,141735.8,131199.1,41635,34843,35630,32256,29858,2389067
Kentucky,2013,196698,181706,154549.7,184920.6,157905.4,141839.9,134476.7,41147,34998,35758,32120,30452,2407581
Kentucky,2014,196795.8,186725.1,156694.4,188326.4,164862.1,147914.4,138524.8,42161,35380,37225,33398,31278,2439916
Kentucky,2015,199487.1,195535.5,162836.3,194621.2,172269.4,153771,143701.2,44002,36644,38766,34604,32338,2473925
Kentucky,2016,201007.2,197156.3,166616.2,197944.8,175275.6,156260.1,148443,44228,37377,39319,35054,33300,2498703
Kentucky,2017,203564,201330.6,171290.5,203564,180836.1,161763.3,154214.4,44982,38270,40403,36142,34455,2520120
Kentucky,2018,205940.1,206072.9,177421.5,210509.1,186931.1,167970.7,161272,45924,39539,41658,37432,35940,2546178
Kentucky,2019,211783.1,211230,178158.9,220678.8,195518.9,175487.7,165214.9,46959,39607,43466,39013,36729,2549331
Kentucky,2020,206601.9,228182.3,176713,218948.6,212278.2,192375.7,164746.8,50615,39199,47086,42671,36543,2470824
Kentucky,2021,215535,240400.4,190930.9,238693.7,234113.4,211322.6,185762.8,53332,42358,51938,46882,41211,2556462
Kentucky,2022,220641.8,229326.8,194140.4,262586.6,237842.6,209483.7,201694.5,50831,43032,52629,46354,44630,2636339
Kentucky,2023,226942.4,230020.2,196283.3,283267.7,253319.5,228408.7,214679.6,50820,43366,55667,50193,47176,2707348
Kentucky,2024,230966.4,NA,NA,295375.3,267297.9,241684.7,224373.8,NA,NA,58256,52673,48901,2725882
Louisiana,2001,210534.7,NA,NA,138204.3,114767.4,102692.8,90725.7,NA,NA,25630,22933,20261,2397993
Louisiana,2002,214856.1,NA,NA,140082.8,118194.3,107611.8,94157.2,NA,NA,26281,23928,20937,2399210
Louisiana,2003,223576,NA,NA,155198.7,122009.9,112201.2,99582.7,NA,NA,26987,24818,22027,2418739
Louisiana,2004,234620.8,NA,NA,170999.6,127386.9,117608.4,105278.5,NA,NA,27983,25835,23127,2434471
Louisiana,2005,249560.9,NA,NA,199314.2,137162.4,126348.2,110109.7,NA,NA,29970,27607,24059,2397382
Louisiana,2006,247139.7,NA,NA,207249.8,144684.4,131528.7,116283,NA,NA,33627,30569,27026,2413784
Louisiana,2007,234216.4,NA,NA,203771.3,158433,142714.5,123420.1,NA,NA,36208,32616,28207,2501097
Louisiana,2008,237061.6,208684.8,157968.5,213803.5,170008.6,152758.5,128797.3,47048,35614,38328,34439,29037,2550824
Louisiana,2009,241868.8,206489.2,161045.2,206111.5,165305.6,152117.2,129088.9,45972,35854,36803,33867,28740,2529917
Louisiana,2010,253466.9,207753.8,161200.2,226555.6,173007.3,159616.1,134426.9,45712,35469,38067,35121,29578,2536537
Louisiana,2011,241235.9,207629.7,162546.2,230518.7,178350.9,163574.7,139821.9,45363,35513,38966,35738,30548,2564904
